-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.604365338911715355e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.768655721630935318e+00,-7.292041012417739942e+00,-6.144985075705465150e+00,-8.548337311922043824e+00,2.936715781088344634e+00,-6.380505440807159978e+00,6.907103615284497788e-01,2.039948683531328300e+00,-1.989555386148013083e+00
1.117174689518092556e+01,7.929112806231247035e+00,4.950870575558809605e+00,-1.195112168026122745e+01,-8.375703638669923512e-01,-1.716045764196602263e+01,-2.795954235101716812e+00,3.779643587068943322e+00,-4.214825292686198210e+00
1.349908197739579840e+01,1.092548947219936473e+01,1.200422177398689705e+01,-2.008033792643688287e+01,-1.716395218718791416e+00,-2.997103188473714397e+01,-1.943186167598582870e+00,9.340764500832193784e-01,-1.082643705808059575e+00
1.424431187739368809e+01,1.391131001990761717e+01,1.445512752918500965e+01,-2.151555362854658071e+01,1.992175894087907295e+00,-2.494619763956518810e+01,5.490114244704025204e+00,-4.489416386967302608e-01,-2.564206090260822357e+00
1.524228066899500966e+01,1.745004154509650718e+01,1.619252458469659572e+01,-2.680857877945894430e+01,8.086279434671563848e+00,-1.881860776916285616e+01,1.245784802978805494e+01,-6.757386351607919117e+00,-9.033885554081834357e+00
1.665248473178363398e+01,1.790845071554473478e+01,1.988608074052980257e+01,-3.205863090298132079e+01,3.815347840091914300e+00,-3.077490092323342097e+01,8.691535194862497704e+00,-8.942699045271334413e+00,-6.083865331414410882e+00
